売立日,品目コード,品目名称,品種コード,品種名称,色,等級,階級,仕立,本立,長さ,輪数,サイズ,入数,口数,単価,金額,ケース,鉢素材,荷受NO,産地コード1,産地コード2,産地名称1,産地名称2,せり台,販売区分,花商コード,花商枝番
20211210,1,輪菊,53244,神馬,白,優特,,,,,,0,200,1,80,16000,ﾀﾞﾝﾎﾞｰﾙ1,,81055,40555,17,福岡県全農福岡県本部,ＪＡ福岡八女八女,0,先取,259,0
20211210,1,輪菊,53244,神馬,白,Ｌ,曲,,,,,0,200,3,80,48000,ﾀﾞﾝﾎﾞｰﾙ1,,84210,ﾔｰ279,,福岡県ﾔｰ279,大隈博行,0,先取,259,0
20211210,1,輪菊,53244,神馬,白,優,２Ｌ,,,,,0,80,4,80,25600,ﾀﾞﾝﾎﾞｰﾙ1,,84678,43259,,熊本県,上村正次,0,先取,259,0
20211210,1,輪菊,53244,神馬,白,優,Ｌ,,,,,0,100,1,70,7000,ﾀﾞﾝﾎﾞｰﾙ1,,84679,43259,,熊本県,上村正次,0,先取,259,0
20211210,1,輪菊,53244,神馬,白,秀,Ｌ,,,90CM,,0,200,1,75,15000,ﾀﾞﾝﾎﾞｰﾙ1,,85286,40587,2,長崎県（株）九州大田花き,九州大田諌干ﾄﾞﾘｰﾑ,0,先取,259,0
20211210,1,輪菊,82070,精の一世,白,特,,,,,,0,200,1,70,14000,ﾀﾞﾝ3,,85430,ﾔｰ610,,福岡県ﾔｰ610,八女電照菊部会06-01,0,先取,259,0
20211210,3,ｽﾌﾟﾚｰﾏﾑ,13984,ﾒﾄﾞｰGﾓﾅﾘｻﾞﾋﾟﾝｸ,桃,,,,,,,0,100,2,50,10000,ﾀﾞﾝﾎﾞｰﾙ1,,84043,40132,,マレーシア,星日産業株式会社,W,先取,259,2
20211210,3,ｽﾌﾟﾚｰﾏﾑ,57789,ﾓﾅﾘｻﾞﾀﾞｰｸ,桃,ｴｸｽﾄﾗ,,,,70CM,,0,100,1,40,4000,ﾀﾞﾝﾎﾞｰﾙ1,,83947,13096,,ベトナム,グリーンウィングスＪ,W,先取,259,5
20211210,3,ｽﾌﾟﾚｰﾏﾑ,61878,ﾓﾅﾘｻﾞﾋﾟﾝｸ,桃,,,,,75CM,,0,160,1,40,6400,ﾀﾞﾝ3,,83647,43041,,マレーシア,ザッパージャパン,W,先取,259,5
20211210,5,ﾊﾞﾗ,60794,ﾌﾞﾙｺﾞｰﾆｭ,白,,,,,60CM,,0,30,1,100,3000,ELF,,82278,ｷｰ680,ｷｰ134,福岡県ＪＡ福岡市北崎花き共ｷｰ134,高橋三千年,0,予対,259,4
20211210,5,ﾊﾞﾗ,82334,ｱﾏﾀﾞ+,赤,優,,,,80CM,,0,25,1,220,5500,ﾊﾞｹｯﾄ,,81699,ﾔｰ140,,福岡県ﾔｰ140,角温美,0,予対,259,50
20211210,5,ﾊﾞﾗ,84115,ｻﾑﾗｲ'08,赤,,,,,60CM,,0,30,1,120,3600,ﾀﾃﾊﾞｺ,,82077,ﾕｰ800,ｾｰ012,ケニア,株式会社クラシック,0,予対,259,0
20211210,5,ﾊﾞﾗ,84115,ｻﾑﾗｲ'08,赤,秀,,,,50CM,,0,35,1,110,3850,ﾀﾃﾊﾞｺ,,83311,40555,1,福岡県全農福岡県本部,ＪＡむなかた,0,予対,259,0
20211210,5,ﾊﾞﾗ,110139,ﾏﾄﾞﾘｰﾄﾞ!,橙,秀,,,,70-65CM,,0,20,1,160,3200,ELF,,82962,ﾔｰ103,,福岡県ﾔｰ103,園田秀三,W,予対,259,50
20211210,5,ﾊﾞﾗ,14322,ｻﾝｾｯﾄﾋﾞｭｰ,赤,秀,,,,70-60CM,,0,35,1,140,4900,ﾀﾃﾊﾞｺ,,83321,40555,1,福岡県全農福岡県本部,ＪＡむなかた,0,予対,259,0
20211210,5,ﾊﾞﾗ,14325,ﾏﾀﾞﾑｾﾘｰｽ,桃,,,,,60CM,,0,30,2,80,4800,ﾀﾃﾊﾞｺ,,82085,ﾕｰ800,ｾｰ012,ケニア,株式会社クラシック,W,先取,259,0
20211210,7,ｶｰﾈｰｼｮﾝ,7614,ﾄﾞﾝｾﾙ,桃,,,,,70CM,,0,100,1,45,4500,ELF,,83979,13096,,コロンビア,グリーンウィングスＪ,0,先取,259,3
20211210,7,ｶｰﾈｰｼｮﾝ,16624,ﾋﾞﾙﾏﾆｱ(ﾗﾍﾞﾝﾀﾞｰ),紫,,,,,70CM,,0,100,1,40,4000,ELF,,83978,13096,,コロンビア,グリーンウィングスＪ,0,先取,259,3
20211210,7,ｶｰﾈｰｼｮﾝ,16624,ﾋﾞﾙﾏﾆｱ(ﾗﾍﾞﾝﾀﾞｰ),紫,,,,,70CM,,0,100,1,40,4000,ELF,,83978,13096,,コロンビア,グリーンウィングスＪ,0,先取,259,4
20211210,7,ｶｰﾈｰｼｮﾝ,82219,ｶｵﾘ,桃,,,,,70CM,,0,100,1,45,4500,ELF,,83668,43041,,コロンビア,ザッパージャパンｶｰﾈｰｼｮﾝ,0,先取,259,4
20211210,8,Sｶｰﾈｰｼｮﾝ,5810,ﾋﾟﾝｸﾋﾟｼﾞｮﾝ,桃,,,,,60CM,,0,100,1,40,4000,ELF,,83989,13096,,コロンビア,グリーンウィングスＪ,0,先取,259,3
20211210,8,Sｶｰﾈｰｼｮﾝ,12881,ﾘﾄﾓ,桃,,,,,60CM,,0,100,1,40,4000,ELF,,83692,43041,,コロンビア,ザッパージャパンｶｰﾈｰｼｮﾝ,0,先取,259,4
20211210,8,Sｶｰﾈｰｼｮﾝ,23629,ｹﾘｰ,複色,,,,,65CM,,0,100,1,40,4000,ﾀﾃﾊﾞｺ,,84054,40132,,コロンビア,星日産業株式会社,0,先取,259,4
20211210,8,Sｶｰﾈｰｼｮﾝ,81159,ﾊﾏﾀﾞ,橙,,,,,60CM,,0,100,1,40,4000,ELF,,83686,43041,,コロンビア,ザッパージャパンｶｰﾈｰｼｮﾝ,0,先取,259,3
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,38,ﾀﾗﾝｺﾞ,桃,秀,２Ｌ,,,90CM,4-5F,0,20,2,300,12000,ﾀﾞﾝﾎﾞｰﾙ1,,83851,46777,4,鹿児島県鹿児島県経済連,ＪＡ鹿児島いずみ宮路,0,先取,259,4
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,38,ﾀﾗﾝｺﾞ,桃,優,２Ｌ,,,90CM,4-5F,0,20,1,280,5600,ﾀﾞﾝﾎﾞｰﾙ1,,83852,46777,4,鹿児島県鹿児島県経済連,ＪＡ鹿児島いずみ宮路,0,先取,259,3
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,38,ﾀﾗﾝｺﾞ,桃,秀,,,,90CM,4-5F,0,20,6,280,33600,ﾀﾞﾝﾎﾞｰﾙ1,,85697,ｷｰ680,ｷｰ090,福岡県ＪＡ福岡市北崎花き共ｷｰ090,高杢和海,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,38,ﾀﾗﾝｺﾞ,桃,秀,,,,90CM,4-5F,0,20,5,280,28000,ﾀﾞﾝﾎﾞｰﾙ1,,85697,ｷｰ680,ｷｰ090,福岡県ＪＡ福岡市北崎花き共ｷｰ090,高杢和海,0,先取,259,3
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,38,ﾀﾗﾝｺﾞ,桃,秀,,,,85CM,4-5F,0,15,1,280,4200,ﾀﾞﾝﾎﾞｰﾙ1,,85698,ｷｰ680,ｷｰ090,福岡県ＪＡ福岡市北崎花き共ｷｰ090,高杢和海,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,3416,ｻﾝﾌﾞｶ(=ｻﾝﾌﾞｯｶ),白,Ｌ,,,,80CM,4-5F,0,20,1,300,6000,ﾀﾞﾝﾎﾞｰﾙ1,,82956,ﾔｰ149,,福岡県ﾔｰ149,渡辺満夫,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,4600,ﾌﾟﾚﾐｱﾑﾌﾞﾛﾝﾄﾞ,白,秀,,,,90CM,4輪,0,20,1,300,6000,ﾀﾞﾝﾎﾞｰﾙ1,,81323,45054,,宮崎県,有）白川農園,0,先取,259,3
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,4600,ﾌﾟﾚﾐｱﾑﾌﾞﾛﾝﾄﾞ,白,優,,,,90-80CM,4-5F,0,20,1,220,4400,ﾀﾞﾝﾎﾞｰﾙ1,,81326,45054,,宮崎県,有）白川農園,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,4600,ﾌﾟﾚﾐｱﾑﾌﾞﾛﾝﾄﾞ,白,２Ｌ,,,,,4輪,0,20,1,250,5000,ﾀﾞﾝﾎﾞｰﾙ1,,82983,45060,,宮崎県,大城浩幸,0,先取,259,4
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,4600,ﾌﾟﾚﾐｱﾑﾌﾞﾛﾝﾄﾞ,白,秀,Ｌ,,,80CM,4-5F,0,20,2,300,12000,ﾀﾞﾝﾎﾞｰﾙ1,,83844,46777,4,鹿児島県鹿児島県経済連,ＪＡ鹿児島いずみ宮路,0,先取,259,3
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,14985,ﾗﾌﾞﾗ･ｻﾛﾝﾉ･Tｽﾄｰﾝ,,秀,,,,100CM,3輪,0,20,1,220,4400,ﾀﾞﾝﾎﾞｰﾙ1,,83641,ﾔｰ338,,福岡県ﾔｰ338,貝田賢一,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,14985,ｶｽﾃﾗｰﾆ･ｼｸﾞﾅﾑ･ﾀﾗﾝ,,優,,,,90CM,3輪,0,20,1,180,3600,ﾀﾞﾝﾎﾞｰﾙ1,,85699,ｷｰ680,ｷｰ090,福岡県ＪＡ福岡市北崎花き共ｷｰ090,高杢和海,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,34014,ｼﾍﾞﾘｱ,白,秀,,,,85CM,4-5F,0,20,5,280,28000,ﾀﾞﾝﾎﾞｰﾙ1,,85700,ｷｰ680,ｷｰ090,福岡県ＪＡ福岡市北崎花き共ｷｰ090,高杢和海,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,34014,ｼﾍﾞﾘｱ,白,秀,,,,80CM,4-5F,0,20,3,280,16800,ﾀﾞﾝﾎﾞｰﾙ1,,85701,ｷｰ680,ｷｰ090,福岡県ＪＡ福岡市北崎花き共ｷｰ090,高杢和海,0,先取,259,3
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,34014,ｼﾍﾞﾘｱ,白,秀,,,,80CM,4-5F,0,20,1,280,5600,ﾀﾞﾝﾎﾞｰﾙ1,,85701,ｷｰ680,ｷｰ090,福岡県ＪＡ福岡市北崎花き共ｷｰ090,高杢和海,0,先取,259,4
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,34014,ｼﾍﾞﾘｱ,白,優,,,,75CM,4-5F,0,20,2,220,8800,ﾀﾞﾝﾎﾞｰﾙ1,,85704,ｷｰ680,ｷｰ090,福岡県ＪＡ福岡市北崎花き共ｷｰ090,高杢和海,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,34014,ｼﾍﾞﾘｱ,白,優,,,,70CM,4-5F,0,20,1,220,4400,ﾀﾞﾝﾎﾞｰﾙ1,,85705,ｷｰ680,ｷｰ090,福岡県ＪＡ福岡市北崎花き共ｷｰ090,高杢和海,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,73328,ｶﾞｳﾁｮ,複色,秀,,,,100-90CM,3輪,0,20,1,220,4400,ﾀﾞﾝﾎﾞｰﾙ1,,83637,ﾔｰ338,,福岡県ﾔｰ338,貝田賢一,0,先取,259,4
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,75124,ﾆﾝﾌ,白／赤,秀,,,,95CM,4-5F,0,20,1,300,6000,ﾀﾞﾝﾎﾞｰﾙ1,,84260,ﾔｰ325,,福岡県ﾔｰ325,牛嶋国弘,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,75124,ﾆﾝﾌ,白／赤,秀,,,,95CM,4-5F,0,20,1,300,6000,ﾀﾞﾝﾎﾞｰﾙ1,,84260,ﾔｰ325,,福岡県ﾔｰ325,牛嶋国弘,0,先取,259,4
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,75124,ﾆﾝﾌ,白／赤,秀,,,,95CM,4-5F,0,20,1,300,6000,ﾀﾞﾝﾎﾞｰﾙ1,,84260,ﾔｰ325,,福岡県ﾔｰ325,牛嶋国弘,0,先取,259,4
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,83472,ﾚｲｸｷｬﾘｰ,桃,秀,,,,90CM,5輪,0,20,1,280,5600,ﾀﾞﾝﾎﾞｰﾙ1,,81324,45054,,宮崎県,有）白川農園,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,14985,ｲｴﾛｰｽﾄﾗｲｸ,黄,秀,,,,90CM,3輪,0,20,2,220,8800,ﾀﾞﾝﾎﾞｰﾙ1,,82874,41006,,佐賀県41006,坂本正満,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,111839,ﾃｨｾﾝﾄ,白,秀,,,,100CM,3輪,0,20,1,230,4600,ﾀﾞﾝﾎﾞｰﾙ1,,82864,41006,,佐賀県41006,坂本正満,0,先取,259,0
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,111839,ﾃｨｾﾝﾄ,白,秀,,,,100CM,3輪,0,20,1,230,4600,ﾀﾞﾝﾎﾞｰﾙ1,,82864,41006,,佐賀県41006,坂本正満,0,先取,259,4
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,111839,ﾃｨｾﾝﾄ,白,秀,,,,90CM,3輪,0,20,1,220,4400,ﾀﾞﾝﾎﾞｰﾙ1,,82865,41006,,佐賀県41006,坂本正満,0,先取,259,3
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,111842,ｵﾊﾞﾀﾞ,桃,秀,,,,90CM,4輪,0,20,1,300,6000,ﾀﾞﾝﾎﾞｰﾙ1,,81325,45054,,宮崎県,有）白川農園,0,先取,259,3
20211210,11,ｵﾘｴﾝﾀﾙHBﾕﾘ,116825,ﾌﾛﾝﾃﾗ,桃,秀,,,,95CM,4-5F,0,20,1,300,6000,ﾀﾞﾝﾎﾞｰﾙ1,,84262,ﾔｰ325,,福岡県ﾔｰ325,牛嶋国弘,0,先取,259,0
20211210,14,LAﾕﾘ他,5223,ﾌﾚﾐﾝﾄﾝ,橙,秀,,,,90CM,4-5F,0,60,1,100,6000,ﾀﾞﾝﾎﾞｰﾙ1,,85872,43263,,熊本県,佐藤久康,,先取,259,0
20211210,14,LAﾕﾘ他,5306,ﾁｪｻﾞｰﾚ(=ﾁｪｰｻﾞﾚ),橙,秀,,,,90CM,4-5F,0,50,1,105,5250,ﾀﾞﾝﾎﾞｰﾙ1,,83745,43263,,熊本県,佐藤久康,0,先取,259,0
20211210,14,LAﾕﾘ他,5306,ﾁｪｻﾞｰﾚ(=ﾁｪｰｻﾞﾚ),橙,秀,,,,90CM,4-5F,0,50,1,105,5250,ﾀﾞﾝﾎﾞｰﾙ1,,83745,43263,,熊本県,佐藤久康,0,先取,259,5
20211210,14,LAﾕﾘ他,8199,ﾏﾚｽｺ,黄,秀,,,,90CM,4-5F,0,50,1,110,5500,ﾀﾞﾝﾎﾞｰﾙ1,,83746,43263,,熊本県,佐藤久康,W,先取,259,5
20211210,14,LAﾕﾘ他,56846,ﾊﾟﾋﾞｱ,黄,秀,,,,80CM,5輪,0,40,1,110,4400,ﾀﾞﾝﾎﾞｰﾙ1,,82883,41051,,佐賀県,吉田富秀,0,先取,259,0
20211210,14,LAﾕﾘ他,56846,ﾊﾟﾋﾞｱ,黄,,,,,80CM,4輪,0,50,1,100,5000,ﾀﾞﾝﾎﾞｰﾙ1,,83528,ﾑｰ032,,福岡県ﾑｰ032,森内正徳,W,先取,259,5
20211210,14,LAﾕﾘ他,81422,ｲｴﾛｰﾀﾞｲﾔﾓﾝﾄﾞ,黄,秀,,,,90CM,4-5F,0,50,1,110,5500,ﾀﾞﾝﾎﾞｰﾙ1,,83750,43263,,熊本県,佐藤久康,W,先取,259,5
20211210,14,LAﾕﾘ他,81422,ｲｴﾛｰﾀﾞｲﾔﾓﾝﾄﾞ,黄,秀,,,,90CM,4-5F,0,60,1,110,6600,ﾀﾞﾝﾎﾞｰﾙ1,,83751,43263,,熊本県,佐藤久康,W,先取,259,0
20211210,14,LAﾕﾘ他,81422,ｲｴﾛｰﾀﾞｲﾔﾓﾝﾄﾞ,黄,秀,Ｌ,,,,5-6F,0,30,2,100,6000,ﾀﾞﾝﾎﾞｰﾙ1,,84468,43777,34,熊本県熊本県経済連,ＪＡ宇土市,0,先取,259,0
20211210,14,LAﾕﾘ他,81422,ｲｴﾛｰﾀﾞｲﾔﾓﾝﾄﾞ,黄,秀,Ｌ,,,,5輪,0,30,2,100,6000,ﾀﾞﾝﾎﾞｰﾙ1,,84469,43777,34,熊本県熊本県経済連,ＪＡ宇土市,0,先取,259,0
20211210,14,LAﾕﾘ他,81422,ｲｴﾛｰﾀﾞｲﾔﾓﾝﾄﾞ,黄,秀,Ｌ,,,,4-5F,0,40,1,100,4000,ﾀﾞﾝﾎﾞｰﾙ1,,84470,43777,34,熊本県熊本県経済連,ＪＡ宇土市,0,先取,259,0
20211210,14,LAﾕﾘ他,85764,ｴﾙﾃﾞｨｰﾎﾞ,黄,,,,,85CM,5-6F,0,40,4,110,17600,ﾀﾞﾝﾎﾞｰﾙ1,,84605,41062,,佐賀県,馬場音二,0,先取,259,0
20211210,15,ﾃﾞﾙﾌｨﾆﾕｰﾑ,76347,ｽｰﾊﾟｰｸﾞﾗﾝﾌﾞﾙｰ,青,枝,,,,50CM,,0,100,1,40,4000,ﾀﾞﾝﾎﾞｰﾙ1,,83410,45208,,宮崎県,松田雅彦,W,先取,259,4
20211210,17,ｱﾙｽﾄﾛﾒﾘｱ,13520,ｱﾙｽﾄﾛﾒﾘｱMIX,,秀,Ｍ,,,65CM,,0,100,2,75,15000,ﾀﾃﾊﾞｺ,,84929,1777,20,北海道ホクレン,ＪＡいわみざわ,0,先取,259,5
20211210,25,ﾄﾙｺｷｷｮｳ,4082,ｴﾝﾄﾞﾚｽﾗﾌﾞ,桃,優,,,,75CM,,0,30,1,130,3900,ﾀﾃﾊﾞｺ,,81670,40555,6,福岡県全農福岡県本部,ＪＡ糸島,W,先取,259,3
20211210,25,ﾄﾙｺｷｷｮｳ,8659,ﾚｲﾅﾋﾟﾝｸ,桃,Ａ,,,,60CM,2輪,0,40,1,130,5200,ﾀﾃﾊﾞｺ,,80107,40555,1,福岡県全農福岡県本部,ＪＡむなかた,W,先取,259,0
20211210,25,ﾄﾙｺｷｷｮｳ,38772,ﾄﾙｺｷﾞｷｮｳMIX,,優,,,,55CM,,0,40,2,110,8800,ﾀﾃﾊﾞｺ,,81665,40555,6,福岡県全農福岡県本部,ＪＡ糸島,W,先取,259,4
20211210,25,ﾄﾙｺｷｷｮｳ,38772,Sｸｲｰﾝ･ﾎﾞﾔｰｼﾞｭGD,,優,,,,60CM,2輪,0,30,1,120,3600,ﾀﾞﾝﾎﾞｰﾙ1,,83554,43240,,熊本県,金水光,W,先取,259,4
20211210,25,ﾄﾙｺｷｷｮｳ,16130,ｾﾚﾌﾞｵｰｷｯﾄﾞ,紫,優,,,,65CM,,0,30,1,130,3900,ﾀﾃﾊﾞｺ,,81675,40555,6,福岡県全農福岡県本部,ＪＡ糸島,W,先取,259,0
20211210,25,ﾄﾙｺｷｷｮｳ,111689,ｼﾞｭﾘｱｽﾗｲﾄﾋﾟﾝｸ,桃,優,,,,55-50CM,,0,40,1,130,5200,ﾀﾃﾊﾞｺ,,79738,ｲｰ600,ｲｰ358,福岡県ＪＡ糸島ｲｰ358,大原重信,W,先取,259,0
20211210,25,ﾄﾙｺｷｷｮｳ,112797,ﾎﾞﾝﾎﾞﾔｰｼﾞｭｽｲｰﾄP,桃,,,,,60CM,2輪,0,40,1,130,5200,ﾀﾞﾝﾎﾞｰﾙ1,,84723,43257,,熊本県,後藤裕樹,W,先取,259,0
